asset_id,timestamp,model,response,latency_s,width_bin_value,width_bin_confidence,parse_error,raw_response,error,traceback
51218,2026-05-27T21:20:27.424805,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",14.972,standard (0.9-1.5m),0.8,,,,
51244,2026-05-27T21:20:48.553121,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",21.122,standard (0.9-1.5m),0.85,,,,
51524,2026-05-27T21:21:05.611145,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",17.057,standard (0.9-1.5m),0.8,,,,
51525,2026-05-27T21:21:26.908462,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",21.282,standard (0.9-1.5m),0.8,,,,
51531,2026-05-27T21:21:46.152799,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.239,standard (0.9-1.5m),0.85,,,,
52242,2026-05-27T21:22:04.087449,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",17.93,standard (0.9-1.5m),0.8,,,,
52457,2026-05-27T21:22:21.383620,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",17.295,standard (0.9-1.5m),0.8,,,,
52551,2026-05-27T21:22:47.872932,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",26.485,standard (0.9-1.5m),0.8,,,,
52456,2026-05-27T21:23:04.179370,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",16.302,standard (0.9-1.5m),0.8,,,,
53193,2026-05-27T21:23:20.589364,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",16.407,standard (0.9-1.5m),0.85,,,,
53798,2026-05-27T21:23:38.288348,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",17.677,standard (0.9-1.5m),0.85,,,,
53985,2026-05-27T21:23:58.792293,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",20.473,standard (0.9-1.5m),0.8,,,,
53986,2026-05-27T21:24:15.997784,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",17.197,standard (0.9-1.5m),0.85,,,,
54184,2026-05-27T21:24:31.656939,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",15.647,standard (0.9-1.5m),0.8,,,,
54321,2026-05-27T21:24:51.250298,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.585,standard (0.9-1.5m),0.85,,,,
54324,2026-05-27T21:25:09.450804,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",18.194,standard (0.9-1.5m),0.8,,,,
55272,2026-05-27T21:25:30.439986,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}}",20.979,standard (0.9-1.5m),0.7,,,,
55636,2026-05-27T21:25:45.157314,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",14.703,standard (0.9-1.5m),0.8,,,,
55640,2026-05-27T21:26:06.789526,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",21.629,standard (0.9-1.5m),0.8,,,,
55641,2026-05-27T21:26:22.642399,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}}",15.846,narrow (<0.9m),0.9,,,,
56204,2026-05-27T21:26:46.220285,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}
```",23.573,standard (0.9-1.5m),0.8,,,,
56205,2026-05-27T21:27:04.431563,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",18.208,standard (0.9-1.5m),0.85,,,,
56206,2026-05-27T21:27:23.703781,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",19.268,standard (0.9-1.5m),0.75,,,,
56469,2026-05-27T21:27:44.387620,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",20.677,standard (0.9-1.5m),0.8,,,,
56533,2026-05-27T21:28:00.126966,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}
```",15.733,standard (0.9-1.5m),0.9,,,,
56777,2026-05-27T21:28:24.011950,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",23.87,standard (0.9-1.5m),0.8,,,,
56876,2026-05-27T21:28:43.436584,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",19.418,standard (0.9-1.5m),0.8,,,,
57507,2026-05-27T21:29:01.392180,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",17.931,standard (0.9-1.5m),0.85,,,,
57834,2026-05-27T21:29:23.810605,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",22.412,standard (0.9-1.5m),0.8,,,,
58162,2026-05-27T21:29:39.795383,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",15.978,narrow (<0.9m),0.9,,,,
58164,2026-05-27T21:29:49.416459,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}",9.59,narrow (<0.9m),0.9,,,,
58955,2026-05-27T21:30:03.245950,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",13.826,standard (0.9-1.5m),0.8,,,,
58957,2026-05-27T21:30:18.917914,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",15.666,standard (0.9-1.5m),0.8,,,,
59060,2026-05-27T21:30:54.742626,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.9}
}
```",35.817,wide (>1.5m),0.9,,,,
60126,2026-05-27T21:31:09.704868,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",14.958,standard (0.9-1.5m),0.8,,,,
60528,2026-05-27T21:31:24.861482,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",15.151,standard (0.9-1.5m),0.8,,,,
60956,2026-05-27T21:31:54.946084,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.75
    }
}
```",30.079,standard (0.9-1.5m),0.75,,,,
61003,2026-05-27T21:32:11.555244,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}}",16.603,standard (0.9-1.5m),0.8,,,,
61110,2026-05-27T21:32:32.567325,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",21.006,standard (0.9-1.5m),0.75,,,,
61113,2026-05-27T21:32:53.960011,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.9}
}
```",21.386,narrow (<0.9m),0.9,,,,
63068,2026-05-27T21:33:11.224112,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",17.259,standard (0.9-1.5m),0.85,,,,
63217,2026-05-27T21:33:28.580078,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",17.353,standard (0.9-1.5m),0.85,,,,
63218,2026-05-27T21:33:45.841479,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",17.257,standard (0.9-1.5m),0.8,,,,
63219,2026-05-27T21:34:09.215122,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",23.368,standard (0.9-1.5m),0.85,,,,
63389,2026-05-27T21:34:24.422554,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.9}
}
```",15.201,standard (0.9-1.5m),0.9,,,,
63597,2026-05-27T21:35:03.686958,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.7
    }
}
```",39.259,standard (0.9-1.5m),0.7,,,,
64100,2026-05-27T21:35:20.057067,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",16.336,standard (0.9-1.5m),0.85,,,,
64102,2026-05-27T21:35:36.242397,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}",16.178,standard (0.9-1.5m),0.7,,,,
64105,2026-05-27T21:35:53.972034,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",17.72,standard (0.9-1.5m),0.8,,,,
64108,2026-05-27T21:36:10.350386,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",16.372,standard (0.9-1.5m),0.75,,,,
64111,2026-05-27T21:36:30.710854,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",20.316,standard (0.9-1.5m),0.8,,,,
64114,2026-05-27T21:36:49.578772,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",18.862,standard (0.9-1.5m),0.85,,,,
64118,2026-05-27T21:37:08.623216,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",19.034,standard (0.9-1.5m),0.75,,,,
64126,2026-05-27T21:37:31.151604,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",22.489,standard (0.9-1.5m),0.8,,,,
64142,2026-05-27T21:37:42.372407,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",11.206,standard (0.9-1.5m),0.8,,,,
64643,2026-05-27T21:37:57.146023,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}
```",14.764,narrow (<0.9m),0.85,,,,
65423,2026-05-27T21:38:14.812252,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",17.661,standard (0.9-1.5m),0.85,,,,
65425,2026-05-27T21:38:33.309563,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""standard (0.9-1.5m)"",
        ""confidence"": 0.8
    }
}
```",18.483,standard (0.9-1.5m),0.8,,,,
65426,2026-05-27T21:38:48.205722,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.85}
}",14.891,narrow (<0.9m),0.85,,,,
65427,2026-05-27T21:39:06.331963,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {
        ""value"": ""narrow (<0.9m)"",
        ""confidence"": 0.8
    }
}
```",18.121,narrow (<0.9m),0.8,,,,
65609,2026-05-27T21:39:26.256925,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",19.763,standard (0.9-1.5m),0.85,,,,
65788,2026-05-27T21:39:48.686707,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",22.427,standard (0.9-1.5m),0.85,,,,
65789,2026-05-27T21:40:04.719179,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.027,standard (0.9-1.5m),0.85,,,,
66171,2026-05-27T21:40:21.071536,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.348,standard (0.9-1.5m),0.85,,,,
66173,2026-05-27T21:40:43.529782,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.75}
}
```",22.439,narrow (<0.9m),0.75,,,,
66920,2026-05-27T21:40:59.547459,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",16.014,standard (0.9-1.5m),0.85,,,,
66922,2026-05-27T21:41:17.545647,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",17.993,standard (0.9-1.5m),0.8,,,,
67205,2026-05-27T21:41:35.994980,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",18.442,standard (0.9-1.5m),0.85,,,,
82270,2026-05-27T21:41:57.518339,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",21.512,standard (0.9-1.5m),0.8,,,,
82304,2026-05-27T21:42:26.903459,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",29.373,standard (0.9-1.5m),0.85,,,,
82385,2026-05-27T21:42:42.205546,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}",15.248,standard (0.9-1.5m),0.85,,,,
83150,2026-05-27T21:43:02.855714,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",20.648,standard (0.9-1.5m),0.85,,,,
83513,2026-05-27T21:43:28.245127,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",25.385,standard (0.9-1.5m),0.8,,,,
86369,2026-05-27T21:43:48.513236,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",20.264,standard (0.9-1.5m),0.85,,,,
86525,2026-05-27T21:44:04.282916,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}}",15.765,standard (0.9-1.5m),0.85,,,,
86599,2026-05-27T21:44:36.307945,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",32.019,standard (0.9-1.5m),0.85,,,,
87188,2026-05-27T21:44:54.825142,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}
```",18.508,standard (0.9-1.5m),0.7,,,,
87483,2026-05-27T21:45:10.430834,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",15.592,standard (0.9-1.5m),0.85,,,,
87769,2026-05-27T21:45:48.914682,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""wide (>1.5m)"", ""confidence"": 0.85}
}
```",38.427,wide (>1.5m),0.85,,,,
88733,2026-05-27T21:46:11.034793,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",22.085,standard (0.9-1.5m),0.8,,,,
88736,2026-05-27T21:46:29.958123,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",18.874,standard (0.9-1.5m),0.85,,,,
88741,2026-05-27T21:46:40.401178,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.95}
}
```",10.442,narrow (<0.9m),0.95,,,,
89437,2026-05-27T21:46:56.474833,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",16.03,standard (0.9-1.5m),0.75,,,,
89447,2026-05-27T21:47:20.204159,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.75}
}
```",23.716,narrow (<0.9m),0.75,,,,
89450,2026-05-27T21:47:38.498862,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",18.281,standard (0.9-1.5m),0.8,,,,
89580,2026-05-27T21:47:56.387106,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}",17.856,standard (0.9-1.5m),0.8,,,,
89761,2026-05-27T21:48:12.885006,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.475,standard (0.9-1.5m),0.85,,,,
90361,2026-05-27T21:48:27.835173,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.7}
}",14.943,narrow (<0.9m),0.7,,,,
89767,2026-05-27T21:48:27.949362,gemma-4-26b-a4b-it,,0.014,,,True,,,
90408,2026-05-27T21:48:50.026895,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",22.077,standard (0.9-1.5m),0.85,,,,
90412,2026-05-27T21:49:07.659984,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",17.572,standard (0.9-1.5m),0.85,,,,
91832,2026-05-27T21:49:26.600592,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",18.936,standard (0.9-1.5m),0.8,,,,
92164,2026-05-27T21:49:42.252460,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.8}
}",15.641,narrow (<0.9m),0.8,,,,
92794,2026-05-27T21:49:57.921020,gemma-4-26b-a4b-it,"{""width_bin"": {""value"": ""narrow (<0.9m)"", ""confidence"": 0.8}}",15.641,narrow (<0.9m),0.8,,,,
92801,2026-05-27T21:50:14.318422,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.85}
}
```",16.395,standard (0.9-1.5m),0.85,,,,
92854,2026-05-27T21:51:01.339848,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.8}
}
```",47.015,standard (0.9-1.5m),0.8,,,,
93036,2026-05-27T21:51:20.877673,gemma-4-26b-a4b-it,"```json
{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.75}
}
```",19.507,standard (0.9-1.5m),0.75,,,,
93038,2026-05-27T21:51:46.389197,gemma-4-26b-a4b-it,"{
    ""width_bin"": {""value"": ""standard (0.9-1.5m)"", ""confidence"": 0.7}
}",25.506,standard (0.9-1.5m),0.7,,,,
